feature,label
Q P T N P G I Q N G Q Y K V E N Y L G S R N H F A L D R P S E T H A D Y L L R T G Q V V D I S D T I Y P R N P A M Y S E E A R L K S F Q N W P D Y A H L T P R E L,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X M I R T M L Q G K L H R V K V T H A D L H Y E G S C A I D Q D F L D A A G I L E N E A I D I W,1
M V L M E N I P D I P S K P Q K P T D S L L N G P Q M D K N V A G V I A S Q D Q V D D L L D S L G F X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
X X X X X X X X X X X X X X X X X X M A P L W L L S C F A L V G A A F G C G V P A I Q P V L S G L A R I V N G E D A V P G S W P W Q V S L Q D S T G F H F C G G S,1
I I I Y C T G A F L I S C M V G S V I V Y K M K S G T K K S D F H S Q M A V H K L A K S I P L R R Q V T V S A D S S A S M N S G V L L V R P S R L S S S G T P M L,1
R I A Y V Y P T L K A E T R T V P V R I E L A N P K G R L K P A M Y A E V E I P L A G A V Q V V T V P N S A V I D S G S K Q V I I M Q L G E G R F E P R V V R L G,1
S E T E Q G F G E D L E D L G A V A P P V S G D L T K E D I D L I D I L W R Q D I D L G A G R E V F D Y S H R Q K E Q D V D K E L Q D G R E R E D T W S G E G A E,1
Y G G Y G G Y D Y T G Y N N Y Y G Y G D Y S N Q Q S G Y G K V S R R G G H Q N S Y K P Y X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
S D M V N E F K L E L V E K L F A E D T E A K N P F S T Q D T D L D L E M L A P Y I P M D D D F Q L R S F D Q L S P L E N S S T S P Q S A S T N T V F Q P T Q M Q,1
X X X X X X X X X X X X X X X X X X X X X X X X M S G R G K G G K G L G K G G A K R H R K V L R D N I Q G I T K P A I R R L A R R G G V K R I S G L I Y E E T R G,1
S S M G D A G E M V R Q A R I L A Q A T S D L V N A I K A D A E G E S D L E N S R K L L S A A K I L A D A T A K M V E A A K G A A A H P D S E E Q Q Q R L R E A A,1
Q T H R V D L G T L R G Y Y N Q S E A G S H T V Q R M Y G C D V G S D W R F L R G Y H Q Y A Y D G K D Y I A L K E D L R S W T A A D M A A Q T T K H K W E T A H E,1
D A N S G S T D S S G D G V T F P F K P E S W K P T D T E G K K Q Y D R E F L L D F Q F M P A C I Q K P E G L P P I S D V V L D K I N Q P K L P M R T L D P R I L,1
C L I I S C S C P T V Q A S K L C L G W L W G M D I D P Y K E F G A T V E L L S F L P S D F F P S V R D L L D T A S A L Y R D A L E S P E H C S P H H T A L R Q A,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X M G D S I L S Q A E I D A L L N G D S D T K D E P T P G I A S D S D I R P Y D P N T Q R R V V R E R,1
E G N R R S G R G G S G I R S S R L E E D D G D V A M S D A Q D G P R V R Y N P Y T T R P N R R G D T W H D R D R I H V T V R R D R A P P E R G G A G T S Q D G T,1
H I I C H G G V I T E E M A A S L L D Q L I E E V L A D N L P P P S H F E P P T L H E L Y D L D V T A P E D P N E E A V S Q I F P D S V M L A V Q E G I D L L T F,1
S E G E G I D A N S G S T D S S G D G V T F P F K P E S W K P T D T E G K K Q Y D R E F L L D F Q F M P A C I Q K P E G L P P I S D V V L D K I N Q P K L P M R T,1
X X X X X X X X X X X X X X X X X X X X X X X X X X C T R P N N N T R K S I R I Q R G P G R A F V T I G K I G D M R Q A H C X X X X X X X X X X X X X X X X X X X,1
L P F Q T R S N P I P W I N T W L V S D N V Q V A P Q E V E V S S Y L V G Q I D S E V D T D D L S N F Q L X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
L Y E F A R E S P A N D E Y A L A A Y R K I A R D I P I A V A C K D N A T F W E R V R S I L K S G L N F A S T I P G P V G V A A T G I K G I I E T I G S L W V X X,1
D F S Q R Q K D Y E L E K Q K K L E K E R Q E Q L Q K E Q E K A F F A Q L Q L D E E T G E F L P I Q P A Q H I Q T D T S G S V S Y S Q V A H I P K Q D A L Y F E D,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X X M L S L R Q S I R F F K P A T R T L C S S R Y L L Q Q K P V V K T A Q N L A E V N G P E T L I G P G A K E,1
D I W N N M T W M E W E R E I D N Y T S L I Y N L I E E S Q N Q Q E K N E H E L L E L D K W A S L W N W X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
X X X X X X X X X M R R G P R S L R G R D A P A P T P C V P A E C F D L L V R H C V A C G L L R T P R P K P A G A S S P A P R T A L Q P Q E S V G A G A G E A A L,1
A Y Y P A Q G V Q Q F P A S V A P A P V L M N Q P P Q I A P K R E R K T I R I R D P N Q G G K D I T E E I M S G A R T A S T P T P P Q T G G S L E P Q P N G E S P,1
E S G A P G V P S G N G A P G P K G E G E R P A Q N E K R K E K N I K R G G N R F E P Y A N P T K R Y R A F I T N I P F D V K W Q S L K D L V K E K V G E V T Y V,1
S V L V L N G S P T G S I C H P L N P R T C L P A Y L R D T L N R Y S N F Y I K S H S Y P A L E R G P H R R L Q W T W L G R A V L Q F G D Q T L Q V T T V Q M W L,1
X X X X X X X X X X X X X X X X X X M K S I K K L I I A S A L S M M A A S C Y A G S F L P N S E Q Q K S V D I V F S S P Q D L T V S L I P V S G L K A G K N A P S,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X X X M A E Q I S H K K S L R V S S L N K D R R L L L R E F Y N L E N E P N K G R Q E A R I G E K A S E A H S,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X X A R T K Q T A R K S T G G K A P R K Q L A T K A A R K S A P A T G G V K K P H R Y R P G T V A L R E I R R,1
Q K S A A T R E M G S A T S V A G V V N G E S L E D I R K N L L K K Q V E T R T A D G R R R I T P L C I A Q L D T G D F S T A F F N S I P L S G S L A G T M L S S,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X X M R D R T H E L R Q G D N I S D D E D E V R V A L V V H S G A A R L S S P D D E F F Q K V Q T I R Q T M A,1
X X X X X X X V I R S S N F T D N A K I I I V H L N K S V K I N C T R P N N N T R K R I H I G P G R A F Y T T R G I I G D I R Q A H C N I S K T E W N D T V R Q I,1
N L C L C E D S N V C G E G N K C I L G S N G E K N Q C V T G E G T P K P Q S H N D G D F E E I P E E Y L Q X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
D T E D C P T Q A Q M S E D P P H S T H H G S R G E E R P Y C E I C E M F G H W A T N C N D D E T F X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
V C G Q G N K C I L G S N G E K N Q C V T G E G T P K P Q S H N D G D F E E I P E E Y L Q X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
P K S F H V E D T P V C F S R N S S L S S L S I D S E D D L L Q E C I S S A M P K K K R P S R L K S E S E K Q S P R K V G G I L A E D L T L D L K D L Q R P D S E,1
V Y P T L K A E T R T V P V R I E L A N P K G R L K P A M Y A E V E I P L A G A V Q V V T V P N S A V I D S G S K Q V I I M Q L G E G R F E P R V V R L G Q R G S,1
A G G R G P R G H K R K L N E E D A A S E S S R E S S N E D E G S S S E A D E M A K A L E A E L N D L M X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
X X X X X X X X X X X X X X M S T N P K P Q R K T K R N T Y R R P Q D V K F P G G G Q I V G G V Y L L P R R G P R L G V R A T R K T S E R S Q P R G R R Q P I P K,1
I N R P A V L A P E D G L A M S L H F M T L G G S S L S P T E G K G S G L Q G H I I E N P Q Y F S D A C V H H I K R R D I V L K W E L G E G A F G K V F L A E C H,1
E S K F C S Y G Q Y P A D L A H K I H S A N H M D D N D G E L D T P I N Y S L K Y S D E Q L N S G R Q S P S Q N E R W A R P K H I I E D E I K Q S E Q R Q S R N Q,1
L I N W H S L Q A V N S N E A E S Q S Q S P S H M G N S V L Q Q E R T K L R P V A M V R P T V R V Q P Q S Q P Q L Q P Q V P I N P T P A P I V Y S K R R A S R R S,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X M T G R G K G G K G L G K G G A K R H R K I L R D N I Q G I T K P A I R R L A R R G G V K R I S A M I,1
S F L S L V I A A I V L G G G V F F Y Y V S K A P S L S E S K L V A T T S S K I Y D N K N Q L I A D L G S E R R V N A Q A N D I P T D L V K A I V S I E D H R F F,1
X X X X X X X X X X X X M P R E D A H F I Y G Y P K K G H G H S Y T T A E E A A G I G I L T V I L G V L L L I G C W Y C R R R N G Y R A L M D K S L H V G T Q C A,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X M R V M A P R T L I L P L S G A L A L T E T W A G S H S M R Y F Y T S V S R P G R G E P R F I S,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X M K R V M F H A K I H R A T V T Q A D L H Y V G S V T V D Q D L L D A A G I L P F E Q,1
G P S Q A P L P C V L W P V L P E P L P Q G Q L T A Y H V S A A P T G S W F P A P Q P A P E N A Y Q A Y A A P Q L F P V S D I T Q N Q L T N Q A G G E A P Q P G D,1
K K Y Q Q V D E E F L R S D H P A I L R S Q A R L P G F H G L R S P L D T S S V L Y T A V Q P N E G D N D Y I I P L P D P K P E V A D E G P L E G S P S L A S S T,1
K N N A A T F Q S P M G V V P S S P K N T S Y K N S L E R N N L K Q A A N N S L L L H L L K S Q T I P T P M N G H S Q N E R A S S F E S S T P T T I D E Y S D N N,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X C T R P N N N T R K S I R I Q R G P G R A F V T I G K I G D M R Q A H C X X X X X X X X X X X X X X X X X X,1
X X X X X X X X X X X M P R E D A H F I Y G Y P K K G H G H S Y T T A E E A A G I G I L T V I L G V L L L I G C W Y C R R R N G Y R A L M D K S L H V G T Q C A L,1
A N F T D N A K T I I V Q L N Q S V E I N C T R P N N N T R K S I R I Q R G P G R A F V T I G K I G N M R Q A H C N I S R A K W N A T L K Q I A S K L R E Q F G N,1
L Y V R E H L R E Q S R K P P N P T P P P P G A S A N A S V E R I K T T S S I E F A R L Q F T Y N H I Q R H V N D M L G R V A I A W C E L Q N H E L T L W N E A R,1
P P R D L A E A Y K S R P L E A L G T L K L K P A H E G L V A T V K E A G R S I H E I P R E E M R P T P E L P L A P R P L K E G S I T Q G T P L K Y D T S T S S T,1
K N I T E I A D L T Q K I F D L R G K F K R P T L R R V R I S A D A M M Q A L L G A R A K E S L D L R A H L K Q V K K E D T E K E N R E V G D W R K N I D A L S G,1
X X X X X X X X X M K S I K K L I I A S A L S M M A A S C Y A G S F L P N S E Q Q K S V D I V F S S P Q D L T V S L I P V S G L K A G K N A P S A K I A K L V V N,1
D G L R R A Q S T D S L G T S G S L Q S K A L G Y N N K A K S A G N L D E S D F G P L V G A D S V S E N Y D T A S L G S L Q M P S G F M L T K D Q E K A I K A M T,1
L T A E T V D T N K L T A S K E Q I A S P K R P G P S D N G N E I P T K F V Q K V T I T K E G K K R V A P Q L L T T L S A T P S T S R L A S T Q L Q H T G S S Q L,1
L L R M F S F K A P T I D I R P R S A T I Q M N N A T H L Q E R D E E Y G Y E C L D G K D C A S F F C C F E D C R T G A W R H G R I H I R I A K M D S Y A R I F F,1
N C H L V T V T E E E I E N C V R V I P R L D T L I L V K A M G H R K R F G N P F R N K L S A Q S S I R D R R K S S S V K D P T Y V P P P N S P P A T S N N N L N,1
Q V Q Q P V M D R Y Q Q H G M A P L T Q E Q K P V A K V V N D N A P Q T A K E P D Y L D I P A F L R K Q A D X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
D E L V N R N D E L E K N I Q E K E R E L K G L K G D V E K L T A D A E L Q R L K N E R H E E A E L E R L K S E R H E H D K K E A X X X X X X X X X X X X X X X X,1
Y T G K V Y I D S H N V V N L L R A S I L T S V E F I I Y T C I Y F I L R D F R K E Y C I V C Y M M G I E Y G L S N L L C H T K D F I T K L F L E L E D D I I D N,1
X X X X X X X X X X X X X X X X X X X M L P T A V L L V L A V S V A A R D N A T C D G P C G L R F R Q K L E S G M R V V G G M S A E P G A W P W M V S L Q I F M Y,1
X X X X X X X X X X X X X X X X X X X X X X X X X X M F Q R K T L Q R R N L K G L N L N L H P D V G N N G Q L Q E K T E T H Q G Q S R I E G H V M S N I N A I Q N,1
T M N I T D C R Q T G S S K Y P N C A Y K T S Q K Q K Y I T V A C E G D P Y V P V H F D A S V F L P A T P L P S L P R P H K H R L L W L E G N N S S X X X X X X X,1
R N G L S E A G T G S N F G G G G G G N Y N D F G S Y N N Q S S N F G P M K G G N F G G R S S G P Y G G G G Y G S S S G G G S Y G G G R R F X X X X X X X X X X X,1
L L D L E E T A K A P L S T V S A N T T N M D E V P R P Q A L S G S S V V W E L D D G L D E A F S R L A Q S R T N P Q V L D T G L T A Q D M H Y A Q C L S P V D W,1
X X X X X X X X X X X X X X X X X M A F L W L L S C F A L L G T A F G C G V P A I Q P V L S G L S R I V N G E D A V P G S W P W Q V S L Q D S T G F H F C G G S L,1
S A E T L P A N F R V N S S M S S P Y M Q P K K M Q M D G N G S G I Q R L D S A T V R T Y S C X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
P I G I I E A A V G V S E D L L N L N G M E A K N D E Q S G I S Q T V I V G P W G A K V S T S S N G K A F D D G A F T G I R E I N L S Y N K E T A I G D F Q V V Y,1
T K E G L K S D A D G K L L T E G G E N E N L R K N A S K K E T S L F Q G F K S Y L P I A E L A I E N T E R L N Y D T N G T S G T V G A K D V M S K T N E R D E I,1
P M G V V P S S P K N T S Y K N S L E R N N L K Q A A N N S L L L H L L K S Q T I P T P M N G H S Q N E R A S S F E S S T P T T I D E Y S D N N P S F T D D S S G,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X X X V V Q E A L D K A R E G R T C I M I A H R L S T I Q N T D L I V V I Q K S K V R E H G T H Q Q L L A Q K,1
D R S A L L K S K L R A L L A G P R S L R R S S C F G G R I D R I G A Q S G L G C N S F R Y R R X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
A V T T I S S N L T E M S R G V K L L A A L L E D E G G S G R P L L Q A A K G L A G A V S E L L R S A Q P A S A E P R Q N L L Q A A G N V G Q A S G E L L Q Q I G,1
G G P S Q A P L P C V L W P V L P E P L P Q G Q L T A Y H V S A A P T G S W F P A P Q P A P E N A Y Q A Y A A P Q L F P V S D I T Q N Q L T N Q A G G E A P Q P G,1
S G P E N Q T P K L T N V L N G E S L E D I R K N L L K K Q V E T R T A D G R R R I T P L C I A Q L D T G D F S P A L F N S V P I L P G S S A S T Q L T P Q I S S,1
K I G T Q G N V N F G G R P Q L P G S H P A S S P A Q G N R Q E S T V S F N P Y E P E L A P W A A D K G P Q R E A L P M D T E V Y E S P Y A D P E E I R P K E V Y,1
T Q G N V N F G G R P Q L P G S H P A S S P A Q G N R Q E S T V S F N P Y E P E L A P W A A D K G P Q R E A L P M D T E V Y E S P Y A D P E E I R P K E V Y L D R,1
F H Q E M V N Y F L S P A F R Y Q P D P W K G S A A K G T G I T R K K T F K E V A N A V K I S A S L M G T V M A K R V K A T I L Y G S E T G R A Q S Y A Q Q L G R,1
C I V N V C S S S D H S S Q C S S Q A S S T M G D T D S S P S E S P K D E Q V P F S K E E C A F R S Q L E T P E T L L G S T E E K P L P L G V P D A G M K P S X X,1
L P Y L N S P N S D S T P T L Q R K E E V F T D E V L Q K K R E L I E S K W H R L L F H D K K M V E K K L E S L R E Y E R K R M P P R G T D V S S S E Q D N S F K,1
V F R T V L D Y Y K T G I I N C P D G I S I P D L R D T C D Y L C I N F D F N T I R C Q D L S A L L H E L S N D G A H K Q F D H Y L E E L I L P I M V G C A K K G,1
Q N P I L T S L L Q I T S N S G G T L G S S P T P P Q H T P P P A S S P A S N T K N H P M L M N L L K D N P A Q D F S T L Y G G S P L E R Q N S S G S P R T E L G,1
H R I R T N P A V V K T E N S W S N K A K S I C Q Q Q K P Q R R P C S E L L K Y L T T N D D P P H T K P T E T R N S S R D K C T S K K K A H T Q S Q S Q H L Q A K,1
V F R S Y V F Y L H Q Q E Q E T Q G R P P A N P E M D N L P L E P N S I L G Q V G R Q L A L I G D D I N R R Y D T E F Q N L L E Q L Q P T A G N A Y E L F T K I A,1
A T V F Q N P M G I I P S S P K N A G Y K N S L E R N N I K Q A A N N S L L L H L L K S Q T I P K P M N G H S H S E R G S I F E E S S T P T T I D E Y S D N N P S,1
L K K K Q Y T S I H H G V V E V D A A V T P E E R H L S K M Q Q N G Y E N P T Y K F F E Q M Q N X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
K S E E S E A T S W F S K E E P V T I S P F P S L Q P L G H N K S R A S S S L D G F K D S F D L Q G Q S T L K I S N P K G W V T F E E E E D F G V K G K S K S A C,1
N I T D C R Q T G S S K Y P N C A Y K T S Q K Q K Y I T V A C E G D P Y V P V H F D A S V F L P A T P L P S L P R P H K H R L L W L E G N N S S X X X X X X X X X,1
Y G G Y D Y T G Y N N Y Y G Y G D Y S N Q Q S G Y G K V S R R G G H Q N S Y K P Y X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
T T R S P S Q E S S G M L L V P M L I A L V V V L A L V A L L L L W R Q R Q K R R T G A L T L S G G G K R N G V V D A W A G P A R V P D E E A T T T S G A G G N K,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X M I K L F S L K Q Q K K E E E S A G G T K G S S K K A S A A Q L R I Q K D I T E L N L,1
G N R R S G R G G S G I R S S R L E E D D G D V A M S D A Q D G P R V R Y N P Y T T R P N R R G D T W H D R D R I H V T V R R D R A P P E R G G A G T S Q D G T S,1
A K P K G E G G F G G R G G G R G G F G G R G G G R G G R G G F G G R G R G G F G G R G G F R G G R G G G G D H K P Q G K K T K F E X X X X X X X X X X X X X X X,1
V L L E N I P E Q E S R P K R E N Q S L L N G P Q V D T S K A G V V A S Q D Q V D D L L D S L G F X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
D G K N C T L I D A L L G D P H C D G F Q N K E W D L F V E R S K A Y S N C Y P Y D V P D Y A S L R S L V A S S G T L E F I N E D F N W T G V A Q D G G S Y A C K,1
F Y F E N G A T Q S T S P G I Q N G Q Y K S E N C V G N R N H F A L D R P S E T H A D Y L L R T G Q V V D I S D T I Y P R N P A M C S E E A R L K T F Q N W P D Y,1
G S F N R N D E L V N R N D E L E K N I Q E K E R E L K G L K G D V E K L T A D A E L Q R L K N E R H E E A E L E R L K S E R H E H D K K E A X X X X X X X X X X,1
E K R F T C E Q A L Q H P W I A G D T A L D K N I H Q S V S E Q I K K N F A K S K W K Q A F N A T A V V R H M R K L Q L G T S Q E G Q G Q T G S H G E L L T P T A,1
X X X X X X X X X X X X X X X X X X X X X X X M R D R T H E L R Q G D N I S D D E D E V R V A L V V H S G A A R L S S P D D E F F Q K V Q T I R Q T M A K L E S K,1
X X X X X X X X X X X X X X X M S T N P K P Q R K T K R N T Y R R P Q D V K F P G G G Q I V G G V Y L L P R R G P R L G V R A T R K T S E R S Q P R G R R Q P I P,1
X M S T N P K P Q R K T K R N T Y R R P Q D V K F P G G G Q I V G G V Y L L P R R G P R L G V R A T R K T S E R S Q P R G R R Q P I P K D Q R S T G R S W G R P G,1
G L D L P F Q T R S N P I P W I N T W L V S D N V Q V A P Q E V E V S S Y L V G Q I D S E V D T D D L S N F Q L X X X X X X X X X X X X X X X X X X X X X X X X X,1
T E L P P E Y L T S P L S Q Q S Q L P P K R D E T A L Q E E E E L Q L A L A L S Q S E A E E K E R M R Q K S A Y T A Y P K A E P T P V A S S A P P A S S L Y S S P,1
X X X X X X X X X X X X X X X X X X X X X X X X X X H F P G F G Q S L L F G Y P V Y V F G D C V Q G D W C P I S G G L C S A R L H R H A L L A T C P E H Q I T W D,1
X X X X X X X X X X X X X X X X X X X X X X X K Q T A R K S T G G K A P R K Q L A T K A A R K S A P A T G G V K K P H R Y R P G T V A L R E I R R Y Q K S T E L L,1
A M L A Y T P L D E K G L A L L L N Y L H D F L K Y L A K N S A T L F S A S D Y E V A P P E Y H R K A V X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
X X X X X X X X X X X X X X X X X X X V W P Q A T A P E Q A P A P A R P Y Q G V R V K E P V K E L L R R K R G H A S S G A A P A P T A V V L P H Q P L A T Y T T V,1
X X X X X X X X X X X X X X X X X X X X X X D G A A A P T D P E M V T L P L E P S S T M G Q V G R Q L A I I G D D I N R R Y D S E F Q A M L Q H L Q P T A E N A Y,1
A G A P G I A G A P G F P G P R G P P G P Q G A T G P L G P K G Q T G E P G I A G F K G E Q G P K G E P G P A G P Q G A P G P A G E E G K R G A R G E P G G V G P,1
X X X X X X X X X X X X X M P R E D A H F I Y G Y P K K G H G H S Y T T A E E A A G I G I L T V I L G V L L L I G C W Y C R R R N G Y R A L M D K S L H V G T Q C,1
X X X X X X X M P R E D A H F I Y G Y P K K G H G H S Y T T A E E A A G I G I L T V I L G V L L L I G C W Y C R R R N G Y R A L M D K S L H V G T Q C A L T R R C,1
N E H L D W H F R I N T R I K G S Q N T A N T G I S N S N L N T T T T R K N I Q S R N W Y L S D S Q W A A F K D D E I T S T K H K N D Y T D P H A N K N I D K S A,1
R R D S Q G S V A S T H W S D S S S E V V N P Y A E V G E P R N S L S T R Q Q E E H I Y D E V A A D P V Y S V I Q N F S R N A P V T G R L M G S P G Q G I Q S T Y,1
E N E L L G A A A A I E A A A K K L E Q L K P R A K P K Q A D E S L N F E E Q I L E A A K S I A A A T S A L V K A A S A A Q R E L V A Q G K V G A I P A N A D D D,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X X X M A R T K Q T A R K S T G G K A P R K Q L A T K A A R K S A P A T G G V K K P H R Y R P G T V A L R E I,1
N V C G E G N K C I L G S N G E K N Q C V T G E G T P K P Q S H N D G D F E E I P E E Y L Q X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
Y D S V Q P Y F Y C D E E E N F Y Q Q Q Q Q S E L Q P P A P S E D I W K K F E L L P T P P L S P S R R S G L C S P P Y V A V A S F S P P G D D D G G G G S F S T A,1
E G N R R S G R G G S G I R S S R L E E D D G D V A M S D A Q D G P R V R Y N P Y T T R P N R R G D T W H D R D R I H V T V R R D R A P P E R G G A G T S Q D G T,1
X X X X X X X X X X X X X X X X X X X X X X X X X X M G D S I L S Q A E I D A L L N G D S G S E E P E I I T A N E T D V K P Y D P T T Q R R V V R E R L H A L E I,1
R I L A Q A T S D L V N A I K A D A E G E S D L E N S R K L L S A A K I L A D A T A K M V E A A K G A A A H P D S E E Q Q Q R L R E A A E G L R M A T N A A A Q N,1
X X X X X X X X X X X X X X X X X X X X X X X M S G R G K G G K G L G K G G A K R H R K V L R D N I Q G I T K P A I R R L A R R G G V K R I S G L I Y E E T R G V,1
G T K Y A V P D T S T Y Q Y D E S S G Y Y Y D P T T G L Y Y D P N S Q Y Y Y N S L T Q Q Y L Y W D G E K E T Y M L A A E S N S H Q Q T G L P P A K E G K E K K E K,1
L Q H I R Q Y A S G G Q P I G R H G E A T D R I L D V T D N I F S S M G D A G E M V R Q A R I L A Q A T S D L V N A I K A D A E G E S D L E N S R K L L S A A K L,1
D L L N E I P T K E G L K S D A D G K L L T E G G E N E N L R K N A S K K E T S L F Q G F K S Y L P I A E L A I E N T E R L N Y D T N G T S G T V G A K D V M S K,1
F I K A I D G D T V K L M Y K G Q P M T F R L L L V D T P E T K H P K K G V E K Y G P E A S A F T K K M V E N A K K I E V E F D K G Q R T D K Y G R G L A Y I Y A,1
S A E L L T D D I S D L K N N N D I T A E N N N I Y K A A K D V T T S L S K V L K N I N K D X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
G L S E A G T G S N F G G G G G G N Y N D F G S Y N N Q S S N F G P M K G G N F G G R S S G P Y G G G G Y G S S S G G G S Y G G G R R F X X X X X X X X X X X X X,1
P S R A I P A T R R V V L G D G V Q L P P G D Y S T T P G G T L F S T T P G G T R I I Y D R K F L M E C R N S P V T K T P P R D L P T I P G V T S P S S D E P P M,1
X X X X X X X X X X X X X X X X X X X X X M S S S Q S G V C P C Q G S A S H P T I L Y T L L S P G P R T R P M A P A S R S H C L C Q Q H R P V R L C A P H R T C R,1
P E Q N S R P K R E N E S L L N G P Q V D T T K A G V V A S Q D Q V D D L L D S L G F X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
X X X X X X X X X X X X X X X X X T A P E Q A P A P A R P Y Q G V R V K E P V K E L L R R K R G H A S S G A A P A P T A V V L P H Q P L A T Y T T V G S S C L D M,1
X X X X X X X X X X X X X X X X X X C T R P N N N T R K S I H L G P G R A F Y A T G E I I G D I R Q A H C X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
Q E M V N Y F L S P A F R Y Q P D P W K G S A A K G T G I T R K K T F K E V A N A V K I S A S L M G T V M A K R V K A T I L Y G S E T G R A Q S Y A Q Q L G R L F,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X X M A R T K Q T A R K S T G G K A P R K Q L A T K A A R K S A P A T G G V K K P H R Y R P G T V A L R E I R,1
C S Q T P S R A I P A T R R V V L G D G V Q L P P G D Y S T T P G G T L F S T T P G G T R I I Y D R K F L M E C R N S P V T K T P P R D L P T I P G V T S P S S D,1
F C D I C D C F D L H D T E D C P T Q A Q M S E D P P H S T H H G S R G E E R P Y C E I C E M F G H W A T N C N D D E T F X X X X X X X X X X X X X X X X X X X X,1
W F L A N G I N Q N P I G I I E A A V G V S E D L L N L N G M E A K N D E Q S G I S Q T V I V G P W G A K V S T S S N G K A F D D G A F T G I R E I N L S Y N K E,1
I T K S T T E H R I N N K L K V T D A N I R N Y V T E T N A D T I D K N H A I Y E K A K E V S S A L S K V L S K I D D T S A E L L T D D I S D L K N N N D I T A E,1
F Y L H Q Q E Q E T Q G R P P A N P E M D N L P L E P N S I L G Q V G R Q L A L I G D D I N R R Y D T E F Q N L L E Q L Q P T A G N A Y E L F T K I A S S L F K S,1
X X X X X X X X X X X X X M P R E D A H F I Y G Y P K K G H G H S Y T T A E E A A G I G I L T V I L G V L L L I G C W Y C R R R N G Y R A L M D K S L H V G T Q C,1
E D V D V K N N Y E I I K K S F G K N S K E M K D F F K G I A L L S R D H S R T P M P W T K D K P N A G F T G P D V K P W F F L N E S F E Q G I N V E Q E S R D D,1
L P E K R S A S P S S I D D S Q D N T A G G P A T T T L I P R K V E S S K V S K K R I A P T P V Y P X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
L K R E G T P P P P P P P P R D L A E A Y K S R P L E A L G T L K L K P A H E G L V A T V K E A G R S I H E I P R E E M R P T P E L P L A P R P L K E G S I T Q G,1
E I G I E I S G K M A K A P S A A R S L P S A S T S K A T I S D E E I E R Q L K A L G V D X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
Q N T A N T G I S N S N L N T T T T R K N I Q S R N W Y L S D S Q W A A F K D D E I T S T K H K N D Y T D P H A N K N I D K S A L N I H A D E N D E G S V D N T L,1
X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X M L A R R K P V L P A L T I N P T I A E G P S P T S E G A S E A N L V D L Q K K L E E L D L,1
R K R V R D A L T A E K S K I E T E I K N K M Q Q K S Q K K A E L L D N E K P A A V V A P I T T G Y T V K I S N Y G W D Q S D K F V K I Y I T L T G V H Q V P T E,1
F Q E S G L H L S P T A A E A K E K A R A M R V N K R A P Q M D W N R K R E I F S N F X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,1
D C F D L H D T E D C P T Q A Q M S E D P P H S T H H G S R G E E R P Y C E I C E M F G H W A T N C N D D E T F X X X X X X X X X X X X X X X X X X X X X X X X X,1
Q E Q E K N K I L S E A L E T L A T E H H E L E Q S L V K G S P P A S I L S E D E F Y D A L S D S E S E R S L S R L E A V T A R S F E E E G E H L G S R K H R M S,1
